ds,traffic_real,traffic_forecast_without_corona,delta,delta_percent,znr
2021-09-13,36309,29343,6966,23.74,1131
2021-09-14,36309,31472,4837,15.37,1131
2021-09-15,36309,31487,4822,15.31,1131
2021-09-16,36309,31515,4794,15.21,1131
2021-09-17,36309,31690,4619,14.58,1131
2021-09-18,36309,23743,12566,52.93,1131
2021-09-19,36309,19887,16422,82.58,1131
2021-09-20,36309,29371,6938,23.62,1131
2021-09-21,36309,31483,4826,15.33,1131
2021-09-22,36309,31493,4816,15.29,1131
2021-09-23,36309,31530,4779,15.16,1131
2021-09-24,36309,31726,4583,14.45,1131
2021-09-25,36309,23809,12500,52.5,1131
2021-09-26,36309,19992,16317,81.62,1131
2021-09-27,36309,29522,6787,22.99,1131
2021-09-28,36309,31683,4626,14.6,1131
2021-09-29,36309,31746,4563,14.37,1131
2021-09-30,36309,31835,4474,14.05,1131
2021-10-01,35329,32080,3249,10.13,1131
2021-10-02,35329,24210,11119,45.93,1131
2021-10-03,35329,20433,14896,72.9,1131
2021-10-04,35329,29996,5333,17.78,1131
2021-10-05,35329,32182,3147,9.78,1131
2021-10-06,35329,32259,3070,9.52,1131
2021-10-07,35329,32353,2976,9.2,1131
2021-10-08,35329,32593,2736,8.39,1131
2021-10-09,35329,24707,10622,42.99,1131
2021-10-10,35329,20904,14425,69.01,1131
2021-10-11,35329,30432,4897,16.09,1131
2021-10-12,35329,32575,2754,8.45,1131
2021-10-13,35329,32604,2725,8.36,1131
2021-10-14,35329,32644,2685,8.23,1131
2021-10-15,35329,32826,2503,7.63,1131
2021-10-16,35329,24881,10448,41.99,1131
2021-10-17,35329,21020,14309,68.07,1131
2021-10-18,35329,30492,4837,15.86,1131
2021-10-19,35329,32583,2746,8.43,1131
2021-10-20,35329,32565,2764,8.49,1131
2021-10-21,35329,32564,2765,8.49,1131
2021-10-22,35329,32715,2614,7.99,1131
2021-10-23,35329,24747,10582,42.76,1131
2021-10-24,35329,20872,14457,69.27,1131
2021-10-25,35329,30340,4989,16.44,1131
2021-10-26,35329,32437,2892,8.92,1131
2021-10-27,35329,32433,2896,8.93,1131
2021-10-28,35329,32456,2873,8.85,1131
2021-10-29,35329,32638,2691,8.24,1131
2021-10-30,35329,24708,10621,42.99,1131
2021-10-31,35329,20875,14454,69.24,1131
2021-11-01,33696,30389,3307,10.88,1131
2021-11-02,33696,32533,1163,3.57,1131
2021-11-03,33696,32576,1120,3.44,1131
2021-11-04,33696,32644,1052,3.22,1131
2021-11-05,33696,32867,829,2.52,1131
2021-11-06,33696,24973,8723,34.93,1131
2021-11-07,33696,21169,12527,59.18,1131
2021-11-08,33696,30704,2992,9.74,1131
2021-11-09,33696,32860,836,2.54,1131
2021-11-10,33696,32906,790,2.4,1131
2021-11-11,33696,32967,729,2.21,1131
2021-11-12,33696,33172,524,1.58,1131
2021-11-13,33696,25251,8445,33.44,1131
2021-11-14,33696,21412,12284,57.37,1131
2021-11-15,33696,30903,2793,9.04,1131
2021-11-16,33696,33008,688,2.08,1131
2021-11-17,33696,32998,698,2.12,1131
2021-11-18,33696,32999,697,2.11,1131
2021-11-19,33696,33143,553,1.67,1131
2021-11-20,33696,25160,8536,33.93,1131
2021-11-21,33696,21261,12435,58.49,1131
2021-11-22,33696,30696,3000,9.77,1131
2021-11-23,33696,32751,945,2.89,1131
2021-11-24,33696,32698,998,3.05,1131
2021-11-25,33696,32664,1032,3.16,1131
2021-11-26,33696,32783,913,2.78,1131
2021-11-27,33696,24786,8910,35.95,1131
2021-11-28,33696,20883,12813,61.36,1131
2021-11-29,33696,30326,3370,11.11,1131
2021-11-30,33696,32400,1296,4.0,1131
2021-12-01,35494,32376,3118,9.63,1131
2021-12-02,35494,32380,3114,9.62,1131
2021-12-03,35494,32546,2948,9.06,1131
2021-12-04,35494,24601,10893,44.28,1131
2021-12-05,35494,20756,14738,71.01,1131
2021-12-06,35494,30258,5236,17.3,1131
2021-12-07,35494,32391,3103,9.58,1131
2021-12-08,35494,32423,3071,9.47,1131
2021-12-09,35494,32480,3014,9.28,1131
2021-12-10,35494,32691,2803,8.57,1131
2021-12-11,35494,24782,10712,43.22,1131
2021-12-12,35494,20961,14533,69.33,1131
2021-12-13,35494,30475,5019,16.47,1131
2021-12-14,35494,32606,2888,8.86,1131
2021-12-15,35494,32620,2874,8.81,1131
2021-12-16,35494,32643,2851,8.73,1131
2021-12-17,35494,32803,2691,8.2,1131
2021-12-18,35494,24828,10666,42.96,1131
2021-12-19,35494,20926,14568,69.62,1131
2021-12-20,35494,30343,5151,16.98,1131
2021-12-21,35494,32365,3129,9.67,1131
2021-12-22,35494,32260,3234,10.02,1131
2021-12-23,35494,32154,3340,10.39,1131
2021-12-24,35494,32180,3314,10.3,1131
2021-12-25,35494,24068,11426,47.47,1131
2021-12-26,35494,20028,15466,77.22,1131
2021-12-27,35494,29312,6182,21.09,1131
2021-12-28,35494,31206,4288,13.74,1131
2021-12-29,35494,30982,4512,14.56,1131
2021-12-30,35494,30770,4724,15.35,1131
2021-12-31,35494,30704,4790,15.6,1131
2022-01-01,29127,22516,6611,29.36,1131
2022-01-02,29127,18421,10706,58.12,1131
2022-01-03,29127,27669,1458,5.27,1131
2022-01-04,29127,29548,-421,-1.42,1131
2022-01-05,29127,29333,-206,-0.7,1131
2022-01-06,29127,29151,-24,-0.08,1131
2022-01-07,29127,29138,-11,-0.04,1131
2022-01-08,29127,21024,8103,38.54,1131
2022-01-09,29127,17022,12105,71.11,1131
2022-01-10,29127,26381,2746,10.41,1131
2022-01-11,29127,28386,741,2.61,1131
2022-01-12,29127,28310,817,2.89,1131
2022-01-13,29127,28277,850,3.01,1131
2022-01-14,29127,28420,707,2.49,1131
2022-01-15,29127,20465,8662,42.33,1131
2022-01-16,29127,16622,12505,75.23,1131
2022-01-17,29127,26137,2990,11.44,1131
2022-01-18,29127,28293,834,2.95,1131
2022-01-19,29127,28359,768,2.71,1131
2022-01-20,29127,28456,671,2.36,1131
2022-01-21,29127,28714,413,1.44,1131
2022-01-22,29127,20860,8267,39.63,1131
2022-01-23,29127,17099,12028,70.34,1131
2022-01-24,29127,26680,2447,9.17,1131
2022-01-25,29127,28882,245,0.85,1131
2022-01-26,29127,28974,153,0.53,1131
2022-01-27,29127,29080,47,0.16,1131
2022-01-28,29127,29330,-203,-0.69,1131
2022-01-29,29127,21451,7676,35.78,1131
2022-01-30,29127,17652,11475,65.01,1131
2020-02-01,73841,57988,15853,27.34,1170
2020-02-02,73841,50320,23521,46.74,1170
2020-02-03,73841,67314,6527,9.7,1170
2020-02-04,73841,70108,3733,5.32,1170
2020-02-05,73841,70191,3650,5.2,1170
2020-02-06,73841,70296,3545,5.04,1170
2020-02-07,73841,71580,2261,3.16,1170
2020-02-08,73841,58544,15297,26.13,1170
2020-02-09,73841,50793,23048,45.38,1170
2020-02-10,73841,67711,6130,9.05,1170
2020-02-11,73841,70438,3403,4.83,1170
2020-02-12,73841,70465,3376,4.79,1170
2020-02-13,73841,70526,3315,4.7,1170
2020-02-14,73841,71779,2062,2.87,1170
2020-02-15,73841,58727,15114,25.74,1170
2020-02-16,73841,50975,22866,44.86,1170
2020-02-17,73841,67905,5936,8.74,1170
2020-02-18,73841,70658,3183,4.5,1170
2020-02-19,73841,70724,3117,4.41,1170
2020-02-20,73841,70834,3007,4.25,1170
2020-02-21,73841,72146,1695,2.35,1170
2020-02-22,73841,59160,14681,24.82,1170
2020-02-23,73841,51478,22363,43.44,1170
2020-02-24,73841,68482,5359,7.83,1170
2020-02-25,73841,71308,2533,3.55,1170
2020-02-26,73841,71445,2396,3.35,1170
2020-02-27,73841,71622,2219,3.1,1170
2020-02-28,73841,72995,846,1.16,1170
2020-02-29,73841,60060,13781,22.95,1170
2020-03-01,72065,52419,19646,37.48,1170
2020-03-02,72065,69453,2612,3.76,1170
2020-03-03,72065,72297,-232,-0.32,1170
2020-03-04,72065,72437,-372,-0.51,1170
2020-03-05,72065,72605,-540,-0.74,1170
2020-03-06,72065,73954,-1889,-2.55,1170
2020-03-07,72065,60983,11082,18.17,1170
2020-03-08,72065,53293,18772,35.22,1170
2020-03-09,72065,70267,1798,2.56,1170
2020-03-10,72065,73040,-975,-1.33,1170
2020-03-11,72065,73102,-1037,-1.42,1170
2020-03-12,72065,73184,-1119,-1.53,1170
2020-03-13,72065,74442,-2377,-3.19,1170
2020-03-14,72065,61377,10688,17.41,1170
2020-03-15,72065,53593,18472,34.47,1170
2020-03-16,72065,70472,1593,2.26,1170
2020-03-17,72065,73154,-1089,-1.49,1170
2020-03-18,72065,73128,-1063,-1.45,1170
2020-03-19,72065,73128,-1063,-1.45,1170
2020-03-20,72065,74311,-2246,-3.02,1170
2020-03-21,72065,61179,10886,17.79,1170
2020-03-22,72065,53337,18728,35.11,1170
2020-03-23,72065,70167,1898,2.7,1170
2020-03-24,72065,72809,-744,-1.02,1170
2020-03-25,72065,72753,-688,-0.95,1170
2020-03-26,72065,72732,-667,-0.92,1170
2020-03-27,72065,73904,-1839,-2.49,1170
2020-03-28,72065,60768,11297,18.59,1170
2020-03-29,72065,52928,19137,36.16,1170
2020-03-30,72065,69768,2297,3.29,1170
2020-03-31,72065,72425,-360,-0.5,1170
2020-04-01,50482,72387,-21905,-30.26,1170
2020-04-02,50482,72389,-21907,-30.26,1170
2020-04-03,50482,73584,-23102,-31.4,1170
2020-04-04,50482,60472,-9990,-16.52,1170
2020-04-05,50482,52658,-2176,-4.13,1170
2020-04-06,50482,69521,-19039,-27.39,1170
2020-04-07,50482,72201,-21719,-30.08,1170
2020-04-08,50482,72184,-21702,-30.06,1170
2020-04-09,50482,72203,-21721,-30.08,1170
2020-04-10,50482,73415,-22933,-31.24,1170
2020-04-11,50482,60317,-9835,-16.31,1170
2020-04-12,50482,52514,-2032,-3.87,1170
2020-04-13,50482,69386,-18904,-27.24,1170
2020-04-14,50482,72074,-21592,-29.96,1170
2020-04-15,50482,72064,-21582,-29.95,1170
2020-04-16,50482,72089,-21607,-29.97,1170
2020-04-17,50482,73307,-22825,-31.14,1170
2020-04-18,50482,60215,-9733,-16.16,1170
2020-04-19,50482,52420,-1938,-3.7,1170
2020-04-20,50482,69302,-18820,-27.16,1170
2020-04-21,50482,72000,-21518,-29.89,1170
2020-04-22,50482,72003,-21521,-29.89,1170
2020-04-23,50482,72044,-21562,-29.93,1170
2020-04-24,50482,73279,-22797,-31.11,1170
2020-04-25,50482,60207,-9725,-16.15,1170
2020-04-26,50482,52432,-1950,-3.72,1170
2020-04-27,50482,69336,-18854,-27.19,1170
2020-04-28,50482,72058,-21576,-29.94,1170
2020-04-29,50482,72083,-21601,-29.97,1170
2020-04-30,50482,72146,-21664,-30.03,1170
2020-05-01,62379,73402,-11023,-15.02,1170
2020-05-02,62379,60348,2031,3.37,1170
2020-05-03,62379,52589,9790,18.62,1170
2020-05-04,62379,69505,-7126,-10.25,1170
2020-05-05,62379,72233,-9854,-13.64,1170
2020-05-06,62379,72262,-9883,-13.68,1170
2020-05-07,62379,72322,-9943,-13.75,1170
2020-05-08,62379,73569,-11190,-15.21,1170
2020-05-09,62379,60503,1876,3.1,1170
2020-05-10,62379,52725,9654,18.31,1170
2020-05-11,62379,69618,-7239,-10.4,1170
2020-05-12,62379,72320,-9941,-13.75,1170
2020-05-13,62379,72318,-9939,-13.74,1170
2020-05-14,62379,72347,-9968,-13.78,1170
2020-05-15,62379,73561,-11182,-15.2,1170
2020-05-16,62379,60462,1917,3.17,1170
2020-05-17,62379,52653,9726,18.47,1170
2020-05-18,62379,69518,-7139,-10.27,1170
2020-05-19,62379,72196,-9817,-13.6,1170
2020-05-20,62379,72177,-9798,-13.57,1170
2020-05-21,62379,72194,-9815,-13.6,1170
2020-05-22,62379,73405,-11026,-15.02,1170
2020-05-23,62379,60312,2067,3.43,1170
2020-05-24,62379,52518,9861,18.78,1170
2020-05-25,62379,69408,-7029,-10.13,1170
2020-05-26,62379,72121,-9742,-13.51,1170
2020-05-27,62379,72145,-9766,-13.54,1170
2020-05-28,62379,72215,-9836,-13.62,1170
2020-05-29,62379,73487,-11108,-15.12,1170
2020-05-30,62379,60460,1919,3.17,1170
2020-05-31,62379,52739,9640,18.28,1170
2020-06-01,70590,69703,887,1.27,1170
2020-06-02,70590,72492,-1902,-2.62,1170
2020-06-03,70590,72591,-2001,-2.76,1170
2020-06-04,70590,72731,-2141,-2.94,1170
2020-06-05,70590,74067,-3477,-4.69,1170
2020-06-06,70590,61096,9494,15.54,1170
2020-06-07,70590,53419,17171,32.14,1170
2020-06-08,70590,70415,175,0.25,1170
2020-06-09,70590,73218,-2628,-3.59,1170
2020-06-10,70590,73315,-2725,-3.72,1170
2020-06-11,70590,73435,-2845,-3.87,1170
2020-06-12,70590,74731,-4141,-5.54,1170
2020-06-13,70590,61699,8891,14.41,1170
2020-06-14,70590,53941,16649,30.87,1170
2020-06-15,70590,70835,-245,-0.35,1170
2020-06-16,70590,73519,-2929,-3.98,1170
2020-06-17,70590,73478,-2888,-3.93,1170
2020-06-18,70590,73444,-2854,-3.89,1170
2020-06-19,70590,74573,-3983,-5.34,1170
2020-06-20,70590,61363,9227,15.04,1170
2020-06-21,70590,53419,17171,32.14,1170
2020-06-22,70590,70123,467,0.67,1170
2020-06-23,70590,72616,-2026,-2.79,1170
2020-06-24,70590,72388,-1798,-2.48,1170
2020-06-25,70590,72174,-1584,-2.19,1170
2020-06-26,70590,73133,-2543,-3.48,1170
2020-06-27,70590,59767,10823,18.11,1170
2020-06-28,70590,51685,18905,36.58,1170
2020-06-29,70590,68272,2318,3.4,1170
2020-06-30,70590,70670,-80,-0.11,1170
2020-07-01,72705,70372,2333,3.32,1170
2020-07-02,72705,70115,2590,3.69,1170
2020-07-03,72705,71058,1647,2.32,1170
2020-07-04,72705,57705,15000,25.99,1170
2020-07-05,72705,49663,23042,46.4,1170
2020-07-06,72705,66315,6390,9.64,1170
2020-07-07,72705,68805,3900,5.67,1170
2020-07-08,72705,68620,4085,5.95,1170
2020-07-09,72705,68496,4209,6.14,1170
2020-07-10,72705,69589,3116,4.48,1170
2020-07-11,72705,56398,16307,28.91,1170
2020-07-12,72705,48527,24178,49.82,1170
2020-07-13,72705,65356,7349,11.24,1170
2020-07-14,72705,68022,4683,6.88,1170
2020-07-15,72705,68010,4695,6.9,1170
2020-07-16,72705,68051,4654,6.84,1170
2020-07-17,72705,69296,3409,4.92,1170
2020-07-18,72705,56243,16462,29.27,1170
2020-07-19,72705,48490,24215,49.94,1170
2020-07-20,72705,65416,7289,11.14,1170
2020-07-21,72705,68155,4550,6.68,1170
2020-07-22,72705,68192,4513,6.62,1170
2020-07-23,72705,68254,4451,6.52,1170
2020-07-24,72705,69496,3209,4.62,1170
2020-07-25,72705,56413,16292,28.88,1170
2020-07-26,72705,48607,24098,49.58,1170
2020-07-27,72705,65457,7248,11.07,1170
2020-07-28,72705,68100,4605,6.76,1170
2020-07-29,72705,68025,4680,6.88,1170
2020-07-30,72705,67963,4742,6.98,1170
2020-07-31,72705,69071,3634,5.26,1170
2020-08-01,71445,55850,15595,27.92,1170
2020-08-02,71445,47906,23539,49.14,1170
2020-08-03,71445,64623,6822,10.56,1170
2020-08-04,71445,67143,4302,6.41,1170
2020-08-05,71445,66957,4488,6.7,1170
2020-08-06,71445,66802,4643,6.95,1170
2020-08-07,71445,67838,3607,5.32,1170
2020-08-08,71445,54570,16875,30.92,1170
2020-08-09,71445,46605,24840,53.3,1170
2020-08-10,71445,63330,8115,12.81,1170
2020-08-11,71445,65888,5557,8.43,1170
2020-08-12,71445,65770,5675,8.63,1170
2020-08-13,71445,65714,5731,8.72,1170
2020-08-14,71445,66878,4567,6.83,1170
2020-08-15,71445,53764,17681,32.89,1170
2020-08-16,71445,45980,25465,55.38,1170
2020-08-17,71445,62906,8539,13.57,1170
2020-08-18,71445,65684,5761,8.77,1170
2020-08-19,71445,65800,5645,8.58,1170
2020-08-20,71445,65988,5457,8.27,1170
2020-08-21,71445,67400,4045,6.0,1170
2020-08-22,71445,54536,16909,31.01,1170
2020-08-23,71445,46995,24450,52.03,1170
2020-08-24,71445,64157,7288,11.36,1170
2020-08-25,71445,67155,4290,6.39,1170
2020-08-26,71445,67474,3971,5.89,1170
2020-08-27,71445,67842,3603,5.31,1170
2020-08-28,71445,69410,2035,2.93,1170
2020-08-29,71445,56673,14772,26.07,1170
2020-08-30,71445,49230,22215,45.12,1170
2020-08-31,71445,66458,4987,7.5,1170
2020-09-01,72835,69491,3344,4.81,1170
2020-09-02,72835,69812,3023,4.33,1170
2020-09-03,72835,70151,2684,3.83,1170
2020-09-04,72835,71661,1174,1.64,1170
2020-09-05,72835,58838,13997,23.79,1170
2020-09-06,72835,51284,21551,42.02,1170
2020-09-07,72835,68379,4456,6.52,1170
2020-09-08,72835,71260,1575,2.21,1170
2020-09-09,72835,71417,1418,1.99,1170
2020-09-10,72835,71580,1255,1.75,1170
2020-09-11,72835,72908,-73,-0.1,1170
2020-09-12,72835,59902,12933,21.59,1170
2020-09-13,72835,52166,20669,39.62,1170
2020-09-14,72835,69085,3750,5.43,1170
2020-09-15,72835,71801,1034,1.44,1170
2020-09-16,72835,71803,1032,1.44,1170
2020-09-17,72835,71827,1008,1.4,1170
2020-09-18,72835,73034,-199,-0.27,1170
2020-09-19,72835,59924,12911,21.55,1170
2020-09-20,72835,52105,20730,39.79,1170
2020-09-21,72835,68962,3873,5.62,1170
2020-09-22,72835,71634,1201,1.68,1170
2020-09-23,72835,71613,1222,1.71,1170
2020-09-24,72835,71633,1202,1.68,1170
2020-09-25,72835,72851,-16,-0.02,1170
2020-09-26,72835,59767,13068,21.86,1170
2020-09-27,72835,51987,20848,40.1,1170
2020-09-28,72835,68892,3943,5.72,1170
2020-09-29,72835,71620,1215,1.7,1170
2020-09-30,72835,71658,1177,1.64,1170
2020-10-01,71997,71738,259,0.36,1170
2020-10-02,71997,73016,-1019,-1.4,1170
2020-10-03,71997,59989,12008,20.02,1170
2020-10-04,71997,52258,19739,37.77,1170
2020-10-05,71997,69205,2792,4.03,1170
2020-10-06,71997,71966,31,0.04,1170
2020-10-07,71997,72027,-30,-0.04,1170
2020-10-08,71997,72119,-122,-0.17,1170
2020-10-09,71997,73396,-1399,-1.91,1170
2020-10-10,71997,60358,11639,19.28,1170
2020-10-11,71997,52606,19391,36.86,1170
2020-10-12,71997,69522,2475,3.56,1170
2020-10-13,71997,72243,-246,-0.34,1170
2020-10-14,71997,72257,-260,-0.36,1170
2020-10-15,71997,72298,-301,-0.42,1170
2020-10-16,71997,73521,-1524,-2.07,1170
2020-10-17,71997,60428,11569,19.15,1170
2020-10-18,71997,52623,19374,36.82,1170
2020-10-19,71997,69488,2509,3.61,1170
2020-10-20,71997,72164,-167,-0.23,1170
2020-10-21,71997,72141,-144,-0.2,1170
2020-10-22,71997,72152,-155,-0.21,1170
2020-10-23,71997,73356,-1359,-1.85,1170
2020-10-24,71997,60253,11744,19.49,1170
2020-10-25,71997,52449,19548,37.27,1170
2020-10-26,71997,69326,2671,3.85,1170
2020-10-27,71997,72024,-27,-0.04,1170
2020-10-28,71997,72033,-36,-0.05,1170
2020-10-29,71997,72085,-88,-0.12,1170
2020-10-30,71997,73336,-1339,-1.83,1170
2020-10-31,71997,60287,11710,19.42,1170
2020-11-01,63028,52540,10488,19.96,1170
2020-11-02,63028,69475,-6447,-9.28,1170
2020-11-03,63028,72232,-9204,-12.74,1170
2020-11-04,63028,72295,-9267,-12.82,1170
2020-11-05,63028,72397,-9369,-12.94,1170
2020-11-06,63028,73692,-10664,-14.47,1170
2020-11-07,63028,60676,2352,3.88,1170
2020-11-08,63028,52953,10075,19.03,1170
2020-11-09,63028,69901,-6873,-9.83,1170
2020-11-10,63028,72657,-9629,-13.25,1170
2020-11-11,63028,72707,-9679,-13.31,1170
2020-11-12,63028,72782,-9754,-13.4,1170
2020-11-13,63028,74037,-11009,-14.87,1170
2020-11-14,63028,60969,2059,3.38,1170
2020-11-15,63028,53182,9846,18.51,1170
2020-11-16,63028,70057,-7029,-10.03,1170
2020-11-17,63028,72732,-9704,-13.34,1170
2020-11-18,63028,72695,-9667,-13.3,1170
2020-11-19,63028,72679,-9651,-13.28,1170
2020-11-20,63028,73842,-10814,-14.64,1170
2020-11-21,63028,60683,2345,3.86,1170
2020-11-22,63028,52809,10219,19.35,1170
2020-11-23,63028,69603,-6575,-9.45,1170
2020-11-24,63028,72204,-9176,-12.71,1170
2020-11-25,63028,72105,-9077,-12.59,1170
2020-11-26,63028,72039,-9011,-12.51,1170
2020-11-27,63028,73164,-10136,-13.85,1170
2020-11-28,63028,59982,3046,5.08,1170
2020-11-29,63028,52100,10928,20.98,1170
2020-11-30,63028,68901,-5873,-8.52,1170
2020-12-01,64908,71524,-6616,-9.25,1170
2020-12-02,64908,71460,-6552,-9.17,1170
2020-12-03,64908,71441,-6533,-9.14,1170
2020-12-04,64908,72625,-7717,-10.63,1170
2020-12-05,64908,59510,5398,9.07,1170
2020-12-06,64908,51701,13207,25.54,1170
2020-12-07,64908,68578,-3670,-5.35,1170
2020-12-08,64908,71278,-6370,-8.94,1170
2020-12-09,64908,71288,-6380,-8.95,1170
2020-12-10,64908,71339,-6431,-9.01,1170
2020-12-11,64908,72583,-7675,-10.57,1170
2020-12-12,64908,59519,5389,9.05,1170
2020-12-13,64908,51746,13162,25.44,1170
2020-12-14,64908,68644,-3736,-5.44,1170
2020-12-15,64908,71349,-6441,-9.03,1170
2020-12-16,64908,71344,-6436,-9.02,1170
2020-12-17,64908,71361,-6453,-9.04,1170
2020-12-18,64908,72552,-7644,-10.54,1170
2020-12-19,64908,59414,5494,9.25,1170
2020-12-20,64908,51550,13358,25.91,1170
2020-12-21,64908,68340,-3432,-5.02,1170
2020-12-22,64908,70920,-6012,-8.48,1170
2020-12-23,64908,70778,-5870,-8.29,1170
2020-12-24,64908,70648,-5740,-8.12,1170
2020-12-25,64908,71685,-6777,-9.45,1170
2020-12-26,64908,58390,6518,11.16,1170
2020-12-27,64908,50368,14540,28.87,1170
2020-12-28,64908,67004,-2096,-3.13,1170
2020-12-29,64908,69438,-4530,-6.52,1170
2020-12-30,64908,69161,-4253,-6.15,1170
2020-12-31,64908,68910,-4002,-5.81,1170
2021-01-01,58273,69844,-11571,-16.57,1170
2021-01-02,58273,56467,1806,3.2,1170
2021-01-03,58273,48387,9886,20.43,1170
2021-01-04,58273,64988,-6715,-10.33,1170
2021-01-05,58273,67414,-9141,-13.56,1170
2021-01-06,58273,67157,-8884,-13.23,1170
2021-01-07,58273,66952,-8679,-12.96,1170
2021-01-08,58273,67960,-9687,-14.25,1170
2021-01-09,58273,54682,3591,6.57,1170
2021-01-10,58273,46724,11549,24.72,1170
2021-01-11,58273,63471,-5198,-8.19,1170
2021-01-12,58273,66062,-7789,-11.79,1170
2021-01-13,58273,65985,-7712,-11.69,1170
2021-01-14,58273,65974,-7701,-11.67,1170
2021-01-15,58273,67185,-8912,-13.26,1170
2021-01-16,58273,54115,4158,7.68,1170
2021-01-17,58273,46368,11905,25.68,1170
2021-01-18,58273,63322,-5049,-7.97,1170
2021-01-19,58273,66114,-7841,-11.86,1170
2021-01-20,58273,66229,-7956,-12.01,1170
2021-01-21,58273,66396,-8123,-12.23,1170
2021-01-22,58273,67769,-9496,-14.01,1170
2021-01-23,58273,54844,3429,6.25,1170
2021-01-24,58273,47220,11053,23.41,1170
2021-01-25,58273,64276,-6003,-9.34,1170
2021-01-26,58273,67147,-8874,-13.22,1170
2021-01-27,58273,67318,-9045,-13.44,1170
2021-01-28,58273,67519,-9246,-13.69,1170
2021-01-29,58273,68903,-10630,-15.43,1170
2021-01-30,58273,55968,2305,4.12,1170
2021-01-31,58273,48316,9957,20.61,1170
2021-02-01,63610,65326,-1716,-2.63,1170
2021-02-02,63610,68137,-4527,-6.64,1170
2021-02-03,63610,68237,-4627,-6.78,1170
2021-02-04,63610,68358,-4748,-6.95,1170
2021-02-05,63610,69656,-6046,-8.68,1170
2021-02-06,63610,56633,6977,12.32,1170
2021-02-07,63610,48893,14717,30.1,1170
2021-02-08,63610,65819,-2209,-3.36,1170
2021-02-09,63610,68552,-4942,-7.21,1170
2021-02-10,63610,68582,-4972,-7.25,1170
2021-02-11,63610,68644,-5034,-7.33,1170
2021-02-12,63610,69895,-6285,-8.99,1170
2021-02-13,63610,56838,6772,11.91,1170
2021-02-14,63610,49079,14531,29.61,1170
2021-02-15,63610,66000,-2390,-3.62,1170
2021-02-16,63610,68742,-5132,-7.47,1170
2021-02-17,63610,68795,-5185,-7.54,1170
2021-02-18,63610,68892,-5282,-7.67,1170
2021-02-19,63610,70191,-6581,-9.38,1170
2021-02-20,63610,57190,6420,11.23,1170
2021-02-21,63610,49495,14115,28.52,1170
2021-02-22,63610,66485,-2875,-4.32,1170
2021-02-23,63610,69300,-5690,-8.21,1170
2021-02-24,63610,69427,-5817,-8.38,1170
2021-02-25,63610,69596,-5986,-8.6,1170
2021-02-26,63610,70962,-7352,-10.36,1170
2021-02-27,63610,58024,5586,9.63,1170
2021-02-28,63610,50382,13228,26.26,1170
2021-03-01,64228,67417,-3189,-4.73,1170
2021-03-02,64228,70265,-6037,-8.59,1170
2021-03-03,64228,70412,-6184,-8.78,1170
2021-03-04,64228,70588,-6360,-9.01,1170
2021-03-05,64228,71948,-7720,-10.73,1170
2021-03-06,64228,58990,5238,8.88,1170
2021-03-07,64228,51315,12913,25.16,1170
2021-03-08,64228,68305,-4077,-5.97,1170
2021-03-09,64228,71095,-6867,-9.66,1170
2021-03-10,64228,71174,-6946,-9.76,1170
2021-03-11,64228,71274,-7046,-9.89,1170
2021-03-12,64228,72549,-8321,-11.47,1170
2021-03-13,64228,59502,4726,7.94,1170
2021-03-14,64228,51734,12494,24.15,1170
2021-03-15,64228,68628,-4400,-6.41,1170
2021-03-16,64228,71324,-7096,-9.95,1170
2021-03-17,64228,71310,-7082,-9.93,1170
2021-03-18,64228,71321,-7093,-9.95,1170
2021-03-19,64228,72514,-8286,-11.43,1170
2021-03-20,64228,59389,4839,8.15,1170
